codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
IND1259,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1259,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1259,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1259,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1259,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1260,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1260,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1260,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1260,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1262,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1263,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1263,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1263,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1265,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1265,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1265,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1265,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1266,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1268,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1269,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1269,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1270,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1272,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1272,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1272,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1272,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1277,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1278,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1278,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1278,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1278,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1278,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1279,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1279,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1279,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1280,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1280,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1280,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1280,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1281,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1282,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1284,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1285,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1285,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1288,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1288,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1288,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1291,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1291,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1291,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1291,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1292,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1292,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1292,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1297,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1298,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1301,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1301,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1302,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1302,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1302,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1302,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1304,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1304,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1304,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1304,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1304,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1305,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1307,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1307,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1308,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1313,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1313,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1314,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1314,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1314,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1314,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1314,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1318,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1319,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1319,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1321,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1321,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1323,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1324,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1328,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1329,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1330,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1332,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1332,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1333,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1333,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1333,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1334,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1334,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1337,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1339,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1340,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1341,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1342,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1342,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1343,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1344,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1345,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1345,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1345,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1345,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1346,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1347,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1362,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1367,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1367,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1367,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1372,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1373,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1374,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1375,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1921,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1921,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1921,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1924,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1924,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1929,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1930,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1933,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1935,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1936,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1938,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1943,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1943,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1943,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1945,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1946,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1947,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1948,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1949,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1951,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1955,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1956,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1957,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1958,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1959,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1960,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1961,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND1962,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND928,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
IND929,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INDSERADM,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INDSERV,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INDSERV,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INS0014,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INS0020,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INS0137,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INS0142,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
INS0142,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
JUROS ALUGUEL,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
LIMPEZA,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
LIMPEZA,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
LOCAGYMPASS,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MAODEOBRA,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0001,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0003,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0004,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0004,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0004,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0004,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0005,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0006,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0007,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0007,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0007,BikeSSA,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0008,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0009,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0011,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0012,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0012,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0013,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0014,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0015,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0018,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0018,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0019,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0019,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0019,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0020,BikeRio,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0020,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0021,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0021,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0023,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0023,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0023,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0024,BikeRio,sem segmentacao,0,7,0,ressuprimento imediato,sem oportunidade clara
MCB0024,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0025,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0025,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0026,BikeRio,sem segmentacao,0,"6,5",0,ressuprimento imediato,sem oportunidade clara
MCB0026,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0029,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0030,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0030,BikeRio,sem segmentacao,0,4,0,ressuprimento imediato,sem oportunidade clara
MCB0030,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0031,BikeRio,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0031,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0031,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0032,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0032,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0032,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0034,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0034,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0034,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0034,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0034,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0035,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0036,BikeSampa,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0037,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0037,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0039,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0039,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0039,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0041,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0041,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0042,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0043,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0044,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0044,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0045,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0045,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0045,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0045,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0045,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0046,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0048,BikeRio,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0048,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0052,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0056,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0058,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0058,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0059,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0060,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0062,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0062,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0062,BikePE,sem segmentacao,0,1,0,ressuprimento imediato,sem oportunidade clara
MCB0062,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0063,BikeBSB,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0063,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0063,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0064,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0064,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0064,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0064-1,BikeCuritiba,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0067,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0067,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0068,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0069,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0071,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0071,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0071,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikeFloripa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikePoa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0073,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0076,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MCB0079,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MOT,BikeBH,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MOT,BikePE,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MOT,BikeRio,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MOT,BikeSSA,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
MOT,BikeSampa,sem segmentacao,0,0,,ressuprimento imediato,sem oportunidade clara
