codigo_sku,nome_projeto,segmentacao_prioridade,estoque_atual,consumo_medio_diario,cobertura_dias,acao_ressuprimento,sinal_redistribuicao
BBTI0101,BikeRio,sem segmentacao,79,1,79,excesso de estoque,sem oportunidade clara
BBTI0102,BikeRio,sem segmentacao,129,1,129,excesso de estoque,sem oportunidade clara
BBTI0152,BikeRio,sem segmentacao,181,1,181,excesso de estoque,sem oportunidade clara
BCB0079,BikeBH,sem segmentacao,199,1,199,excesso de estoque,sem oportunidade clara
BCB0086,BikePoa,sem segmentacao,269,"5,71","47,08",excesso de estoque,sem oportunidade clara
BEFN0043,BikeRio,sem segmentacao,197,"3,83","51,39",excesso de estoque,sem oportunidade clara
BSN0003,BikeBSB,sem segmentacao,129,1,129,excesso de estoque,sem oportunidade clara
BSN0009,BikeSampa,sem segmentacao,110,1,110,excesso de estoque,sem oportunidade clara
BTB0004-3,BikeSampa,sem segmentacao,489,"9,33","52,39",excesso de estoque,sem oportunidade clara
BTB0004-5,BikeSampa,sem segmentacao,89,1,89,excesso de estoque,sem oportunidade clara
BTB0005-1,BikeSSA,sem segmentacao,216,"2,67",81,excesso de estoque,sem oportunidade clara
BTB0005-1,BikeSampa,sem segmentacao,552,"1,67","331,2",excesso de estoque,sem oportunidade clara
BTB0018N-3,BikeRio,sem segmentacao,733,11,"66,64",excesso de estoque,sem oportunidade clara
BTB0032-1,BikeCuritiba,sem segmentacao,76,1,76,excesso de estoque,sem oportunidade clara
BTB0036,BikeFloripa,sem segmentacao,48,1,48,excesso de estoque,sem oportunidade clara
BTB0059-1,BikeSSA,sem segmentacao,130,1,130,excesso de estoque,sem oportunidade clara
BTB0059-2,BikePoa,sem segmentacao,62,1,62,excesso de estoque,sem oportunidade clara
BTB0061,BikeBH,sem segmentacao,178,1,178,excesso de estoque,sem oportunidade clara
BTB0069N-1,BikeRio,sem segmentacao,220,1,220,excesso de estoque,sem oportunidade clara
BTB0087,BikeBSB,sem segmentacao,128,1,128,excesso de estoque,sem oportunidade clara
BTB0092-N,BikeBSB,sem segmentacao,196,2,98,excesso de estoque,sem oportunidade clara
BTB0169N,BikeFloripa,sem segmentacao,367,8,"45,88",excesso de estoque,sem oportunidade clara
BTB0196,BikeSampa,sem segmentacao,1.960,20,98,excesso de estoque,sem oportunidade clara
EET0113,BikeRio,sem segmentacao,655,2,"327,5",excesso de estoque,sem oportunidade clara
FCB0016,BikeBH,sem segmentacao,78,1,78,excesso de estoque,sem oportunidade clara
FCB0016,BikeCuritiba,sem segmentacao,66,1,66,excesso de estoque,sem oportunidade clara
FCB0016,BikePoa,sem segmentacao,82,"1,33","61,5",excesso de estoque,sem oportunidade clara
FCB0016,BikeRio,sem segmentacao,461,"4,9","94,08",excesso de estoque,sem oportunidade clara
FCB0016,BikeSSA,sem segmentacao,181,2,"90,5",excesso de estoque,sem oportunidade clara
GPS0003,BikeRio,sem segmentacao,97,1,97,excesso de estoque,sem oportunidade clara
GUII0001,BikeRio,sem segmentacao,244,1,244,excesso de estoque,sem oportunidade clara
GUII0001,BikeSampa,sem segmentacao,278,"1,33","208,5",excesso de estoque,sem oportunidade clara
BBTN0001,BikeRio,A,300,44,"6,82",monitorar ressuprimento,candidato a redistribuicao
BCB0178,BikePE,A,150,"14,2","10,56",monitorar ressuprimento,candidato a redistribuicao
BII0049,BikeRio,A,200,14,"14,29",monitorar ressuprimento,candidato a redistribuicao
BBET0240-1,BikeBH,B,44,"3,5","12,57",monitorar ressuprimento,candidato a redistribuicao
BCB0079,BikeRio,B,1.200,150,8,monitorar ressuprimento,candidato a redistribuicao
BTB0061,BikePE,B,240,20,12,monitorar ressuprimento,candidato a redistribuicao
BBET0140,BikeBH,C,97,"6,5","14,92",monitorar ressuprimento,candidato a redistribuicao
BBTI0070,BikeRio,C,119,21,"5,67",monitorar ressuprimento,candidato a redistribuicao
BEFN0151,BikeRio,C,1.100,"81,43","13,51",monitorar ressuprimento,candidato a redistribuicao
BTB0099,BikePE,C,500,100,5,monitorar ressuprimento,candidato a redistribuicao
BTB0164,BikeRio,C,40,"3,33",12,monitorar ressuprimento,candidato a redistribuicao
BCB0289-1,BikeSampa,sem segmentacao,27,"2,2","12,27",monitorar ressuprimento,candidato a redistribuicao
BIN0002,BikeRio,sem segmentacao,56,7,8,monitorar ressuprimento,candidato a redistribuicao
BSN0101,BikeSSA,sem segmentacao,49,"4,5","10,89",monitorar ressuprimento,candidato a redistribuicao
BTB0066N,BikePE,sem segmentacao,170,30,"5,67",monitorar ressuprimento,candidato a redistribuicao
BTB0077,BikeSSA,sem segmentacao,27,4,"6,75",monitorar ressuprimento,candidato a redistribuicao
BTB0095,BikeRio,sem segmentacao,57,7,"8,14",monitorar ressuprimento,candidato a redistribuicao
BTB0131,BikeFloripa,sem segmentacao,450,50,9,monitorar ressuprimento,candidato a redistribuicao
EPI0375,BikeBSB,sem segmentacao,350,50,7,monitorar ressuprimento,candidato a redistribuicao
FCB0030,BikeRio,sem segmentacao,22,"1,5","14,67",monitorar ressuprimento,candidato a redistribuicao
FCB0039,BikeSSA,sem segmentacao,27,3,9,monitorar ressuprimento,candidato a redistribuicao
FTB0099,BikeRio,sem segmentacao,24,4,6,monitorar ressuprimento,candidato a redistribuicao
BBET0012,BikeBH,A,31,"5,5","5,64",monitorar ressuprimento,sem oportunidade clara
BBTI0004,BikeRio,A,18,3,6,monitorar ressuprimento,sem oportunidade clara
BBTI0043,BikeRio,A,111,"7,5","14,8",monitorar ressuprimento,sem oportunidade clara
BBTN0008,BikePE,A,50,"5,5","9,09",monitorar ressuprimento,sem oportunidade clara
BCB0178,BikeSSA,A,138,12,"11,5",monitorar ressuprimento,sem oportunidade clara
BCB0178,BikeSampa,A,46,7,"6,57",monitorar ressuprimento,sem oportunidade clara
BSN0001,BikeBSB,A,16,"2,63","6,1",monitorar ressuprimento,sem oportunidade clara
BSN0001,BikeSampa,A,237,"19,63","12,08",monitorar ressuprimento,sem oportunidade clara
BTB0004,BikePE,A,82,10,"8,2",monitorar ressuprimento,sem oportunidade clara
BTB0030N,BikeCuritiba,A,77,"5,5",14,monitorar ressuprimento,sem oportunidade clara
BTB0030N,BikeRio,A,2.540,208,"12,21",monitorar ressuprimento,sem oportunidade clara
BTB0030N,BikeSSA,A,250,18,"13,89",monitorar ressuprimento,sem oportunidade clara
BTB0032-2,BikeSSA,A,201,16,"12,56",monitorar ressuprimento,sem oportunidade clara
BTB0032-4,BikeBSB,A,51,"4,5","11,33",monitorar ressuprimento,sem oportunidade clara
BTB0058,BikePE,A,270,30,9,monitorar ressuprimento,sem oportunidade clara
BTB0062,BikeBSB,A,6,1,6,monitorar ressuprimento,sem oportunidade clara
BTB0062,BikePE,A,68,"6,67","10,2",monitorar ressuprimento,sem oportunidade clara
BTB0063N,BikePoa,A,320,55,"5,82",monitorar ressuprimento,sem oportunidade clara
BTB0063N,BikeSampa,A,306,"36,67","8,35",monitorar ressuprimento,sem oportunidade clara
BTB0066,BikeBSB,A,24,"2,5","9,6",monitorar ressuprimento,sem oportunidade clara
BTB0072,BikeBSB,A,5,1,5,monitorar ressuprimento,sem oportunidade clara
BTB0112-1,BikeSampa,A,1.856,144,"12,89",monitorar ressuprimento,sem oportunidade clara
BTB0112-2,BikeSampa,A,933,152,"6,14",monitorar ressuprimento,sem oportunidade clara
BTB0124,BikeRio,A,997,"99,6","10,01",monitorar ressuprimento,sem oportunidade clara
BTB0124,BikeSampa,A,336,"62,5","5,38",monitorar ressuprimento,sem oportunidade clara
BTB0153N,BikeSSA,A,165,26,"6,35",monitorar ressuprimento,sem oportunidade clara
BBTI0009,BikeSampa,B,26,"4,13","6,3",monitorar ressuprimento,sem oportunidade clara
BBTI0010,BikeRio,B,13,1,13,monitorar ressuprimento,sem oportunidade clara
BBTI0059,BikeSampa,B,23,2,"11,5",monitorar ressuprimento,sem oportunidade clara
BBTN0005,BikePE,B,51,5,"10,2",monitorar ressuprimento,sem oportunidade clara
BBTN0005,BikeRio,B,10,"1,25",8,monitorar ressuprimento,sem oportunidade clara
BBTN0212,BikeSampa,B,52,"4,13","12,61",monitorar ressuprimento,sem oportunidade clara
BOKI0044,BikePoa,B,14,1,14,monitorar ressuprimento,sem oportunidade clara
BTB0021N,BikeBSB,B,239,32,"7,47",monitorar ressuprimento,sem oportunidade clara
BTB0021N,BikeSSA,B,211,20,"10,55",monitorar ressuprimento,sem oportunidade clara
BTB0028N,BikeCuritiba,B,122,20,"6,1",monitorar ressuprimento,sem oportunidade clara
BTB0028N,BikeSSA,B,368,"59,67","6,17",monitorar ressuprimento,sem oportunidade clara
BTB0028N,BikeSampa,B,200,16,"12,5",monitorar ressuprimento,sem oportunidade clara
BTB0041N,BikePE,B,15,"1,33","11,25",monitorar ressuprimento,sem oportunidade clara
BTB0041N,BikeSSA,B,45,"8,67","5,19",monitorar ressuprimento,sem oportunidade clara
BTB0046N-1,BikeRio,B,313,52,"6,02",monitorar ressuprimento,sem oportunidade clara
BTB0053,BikePE,B,240,20,12,monitorar ressuprimento,sem oportunidade clara
BTB0061,BikeSSA,B,138,"10,67","12,94",monitorar ressuprimento,sem oportunidade clara
BTB0061,BikeSampa,B,147,10,"14,7",monitorar ressuprimento,sem oportunidade clara
BTB0067N,BikeBSB,B,20,"1,5","13,33",monitorar ressuprimento,sem oportunidade clara
BTB0067N,BikeSSA,B,122,14,"8,71",monitorar ressuprimento,sem oportunidade clara
BTB0125,BikeBSB,B,25,"2,71","9,21",monitorar ressuprimento,sem oportunidade clara
BTB0125,BikeCuritiba,B,25,"2,25","11,11",monitorar ressuprimento,sem oportunidade clara
BTB0125,BikePE,B,175,"16,67","10,5",monitorar ressuprimento,sem oportunidade clara
BTB0132-1,BikePE,B,710,90,"7,89",monitorar ressuprimento,sem oportunidade clara
BTB0132-1,BikeRio,B,462,88,"5,25",monitorar ressuprimento,sem oportunidade clara
BTB0133-1,BikePE,B,710,90,"7,89",monitorar ressuprimento,sem oportunidade clara
BTB0169N,BikeSSA,B,63,12,"5,25",monitorar ressuprimento,sem oportunidade clara
BTB0169N,BikeSampa,B,28,5,"5,6",monitorar ressuprimento,sem oportunidade clara
BTB0225,BikePoa,B,15,1,15,monitorar ressuprimento,sem oportunidade clara
BTB0225,BikeSampa,B,23,2,"11,5",monitorar ressuprimento,sem oportunidade clara
BTB0266-1,BikeRio,B,398,"57,5","6,92",monitorar ressuprimento,sem oportunidade clara
ECB0149,BikeSampa,B,47,"8,5","5,53",monitorar ressuprimento,sem oportunidade clara
BBET0028,BikeFloripa,C,250,50,5,monitorar ressuprimento,sem oportunidade clara
BBET0068,BikeBH,C,25,"2,5",10,monitorar ressuprimento,sem oportunidade clara
BBET0203,BikeBH,C,156,12,13,monitorar ressuprimento,sem oportunidade clara
BBTI0001-1,BikeRio,C,25,"3,5","7,14",monitorar ressuprimento,sem oportunidade clara
BBTI0049,BikeRio,C,35,"4,86","7,21",monitorar ressuprimento,sem oportunidade clara
BEFN0106,BikeSampa,C,160,20,8,monitorar ressuprimento,sem oportunidade clara
BOKI0006,BikeSSA,C,11,1,11,monitorar ressuprimento,sem oportunidade clara
BTB0019N,BikeSampa,C,291,20,"14,55",monitorar ressuprimento,sem oportunidade clara
BTB0032-6,BikeRio,C,118,12,"9,83",monitorar ressuprimento,sem oportunidade clara
BTB0032-6,BikeSampa,C,90,10,9,monitorar ressuprimento,sem oportunidade clara
BTB0034,BikeRio,C,180,15,12,monitorar ressuprimento,sem oportunidade clara
BTB0039N,BikeBSB,C,8,1,8,monitorar ressuprimento,sem oportunidade clara
BTB0039N,BikePE,C,39,"3,33","11,7",monitorar ressuprimento,sem oportunidade clara
BTB0073,BikeCuritiba,C,13,1,13,monitorar ressuprimento,sem oportunidade clara
BTB0073,BikeSSA,C,26,2,13,monitorar ressuprimento,sem oportunidade clara
BTB0074,BikePE,C,17,"1,67","10,2",monitorar ressuprimento,sem oportunidade clara
BTB0075,BikeSampa,C,63,5,"12,6",monitorar ressuprimento,sem oportunidade clara
BTB0078N,BikeRio,C,106,"14,4","7,36",monitorar ressuprimento,sem oportunidade clara
BTB0098,BikeCuritiba,C,74,10,"7,4",monitorar ressuprimento,sem oportunidade clara
BTB0098,BikeSampa,C,470,"32,5","14,46",monitorar ressuprimento,sem oportunidade clara
BBET0005,BikeFloripa,D,42,3,14,monitorar ressuprimento,sem oportunidade clara
BBET0137,BikeFloripa,D,250,50,5,monitorar ressuprimento,sem oportunidade clara
BBET0190,BikeFloripa,D,221,20,"11,05",monitorar ressuprimento,sem oportunidade clara
BBET0238-13,BikeBH,D,44,4,11,monitorar ressuprimento,sem oportunidade clara
BBET0251,BikeBH,D,24,4,6,monitorar ressuprimento,sem oportunidade clara
BBET0282,BikeFloripa,D,90,10,9,monitorar ressuprimento,sem oportunidade clara
BTB0031,BikeSampa,D,21,"1,67","12,6",monitorar ressuprimento,sem oportunidade clara
BTB0032-10,BikeSampa,D,80,"5,67","14,12",monitorar ressuprimento,sem oportunidade clara
BTB0052,BikeRio,D,64,11,"5,82",monitorar ressuprimento,sem oportunidade clara
BTB0052,BikeSSA,D,37,"3,25","11,38",monitorar ressuprimento,sem oportunidade clara
BTB0052,BikeSampa,D,22,"1,5","14,67",monitorar ressuprimento,sem oportunidade clara
BBET0014,BikeFloripa,sem segmentacao,27,"2,33","11,57",monitorar ressuprimento,sem oportunidade clara
BBET0017,BikeBH,sem segmentacao,6,1,6,monitorar ressuprimento,sem oportunidade clara
BBI0062-2,BikeRio,sem segmentacao,28,3,"9,33",monitorar ressuprimento,sem oportunidade clara
BBI0080,BikeCuritiba,sem segmentacao,18,2,9,monitorar ressuprimento,sem oportunidade clara
BBN0025,BikeCuritiba,sem segmentacao,39,5,"7,8",monitorar ressuprimento,sem oportunidade clara
BBTI0098,BikeSampa,sem segmentacao,23,"2,4","9,58",monitorar ressuprimento,sem oportunidade clara
BBTN0002-10,BikeSampa,sem segmentacao,70,10,7,monitorar ressuprimento,sem oportunidade clara
BCB0232,BikeBH,sem segmentacao,200,"25,5","7,84",monitorar ressuprimento,sem oportunidade clara
BCB0232,BikeSampa,sem segmentacao,567,"82,67","6,86",monitorar ressuprimento,sem oportunidade clara
BCB0244,BikeSSA,sem segmentacao,120,10,12,monitorar ressuprimento,sem oportunidade clara
BCB0289-1,BikeBH,sem segmentacao,13,1,13,monitorar ressuprimento,sem oportunidade clara
BCB0377,BikeRio,sem segmentacao,8,"1,5","5,33",monitorar ressuprimento,sem oportunidade clara
BCB0377,BikeSampa,sem segmentacao,16,"2,5","6,4",monitorar ressuprimento,sem oportunidade clara
BEFN0077,BikeBH,sem segmentacao,90,10,9,monitorar ressuprimento,sem oportunidade clara
BOKI0138,BikeSSA,sem segmentacao,10,2,5,monitorar ressuprimento,sem oportunidade clara
BOKI0172,BikeSSA,sem segmentacao,22,2,11,monitorar ressuprimento,sem oportunidade clara
BSI0003,BikeBH,sem segmentacao,49,"6,5","7,54",monitorar ressuprimento,sem oportunidade clara
BSN0102,BikeSSA,sem segmentacao,30,3,10,monitorar ressuprimento,sem oportunidade clara
BSN0110,BikeSSA,sem segmentacao,67,"4,5","14,89",monitorar ressuprimento,sem oportunidade clara
BSN0135,BikeRio,sem segmentacao,172,16,"10,75",monitorar ressuprimento,sem oportunidade clara
BSN0511,BikeSampa,sem segmentacao,168,18,"9,33",monitorar ressuprimento,sem oportunidade clara
BTB0004-3,BikeCuritiba,sem segmentacao,14,2,7,monitorar ressuprimento,sem oportunidade clara
BTB0005-2,BikeBSB,sem segmentacao,10,2,5,monitorar ressuprimento,sem oportunidade clara
BTB0025,BikeSampa,sem segmentacao,119,16,"7,44",monitorar ressuprimento,sem oportunidade clara
BTB0031N,BikePE,sem segmentacao,13,1,13,monitorar ressuprimento,sem oportunidade clara
BTB0032-1,BikeSSA,sem segmentacao,48,5,"9,6",monitorar ressuprimento,sem oportunidade clara
BTB0032-3,BikePoa,sem segmentacao,29,"2,5","11,6",monitorar ressuprimento,sem oportunidade clara
BTB0032N,BikePE,sem segmentacao,10,"1,25",8,monitorar ressuprimento,sem oportunidade clara
BTB0057,BikeSSA,sem segmentacao,16,3,"5,33",monitorar ressuprimento,sem oportunidade clara
BTB0058,BikeFloripa,sem segmentacao,110,15,"7,33",monitorar ressuprimento,sem oportunidade clara
BTB0059-2,BikeBH,sem segmentacao,69,"5,33","12,94",monitorar ressuprimento,sem oportunidade clara
BTB0066,BikeBH,sem segmentacao,110,10,11,monitorar ressuprimento,sem oportunidade clara
BTB0069,BikeFloripa,sem segmentacao,9,1,9,monitorar ressuprimento,sem oportunidade clara
