codigo_sku,nome_projeto,segmentacao_prioridade,dias_com_ruptura,taxa_ruptura,primeira_data_ruptura,ultima_data_ruptura,qte_eventos_ruptura,status_ultimo_dia
ETB0269,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0256,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0269,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0256,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0269,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0257,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0259,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0259,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0268,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0262,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0260,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0266,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0254,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0234,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0269,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0269,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0269,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0269,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0233,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0273,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0233,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0233,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0233,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0232,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0232,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0231,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0231,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0287,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0150-1,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0150-1,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0150,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0288,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0288,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0288,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0150,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0150,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0150,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0291,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
ETB0149-1,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0149-1,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0149-1,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0293,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0149,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0149,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0295,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0149,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0149,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0295,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0295,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0297,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0297,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0297,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0297,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0298,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0298,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0149,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0299,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0299,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0135,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0135,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0133,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0306,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0306,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0306,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0306,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0306,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0133,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0133,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0306-1,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0306-1,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0128,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0306-2,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0306-2,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0124,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0308,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0123,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0312,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0312,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0312,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0122,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0312,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0312,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0313,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0122,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0313,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0313,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0313,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0122,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0122,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0121,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0315,BikeBH,sem segmentacao,0,0,,,0,disponivel
ETB0121,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0315,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0315,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0121,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0121,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0120,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0120,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0120,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0120,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0117,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0114,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0317,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0317,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0114,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0317,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0114,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0114,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0114,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0318,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0318,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0318,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0113,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0319,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0319,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0113,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0113,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0321,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0321,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0321,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0112,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0322,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0322,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0111,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0111,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0110,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0323,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
ETB0105,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0323,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0323,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0101,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0101,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikeBH,sem segmentacao,0,0,,,0,disponivel
ETB0099,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0095,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0325,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0089,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0086,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0331,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0086,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0334,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0336,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0338,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0338,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0085,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0080,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0074,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0074,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0343,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0344,BikeBH,sem segmentacao,0,0,,,0,disponivel
FTB0345,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0345,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0346,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0347,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeBH,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0348,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0350,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0350,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0350,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
ETB0073,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0071,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0350,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0071,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0350,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0071,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0071,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0353,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0353,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0353,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0353,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0356,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0356,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0070,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0366,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0366,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0366,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0366,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0366,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0069,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0067,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0067,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0067,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0369,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0067,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0369,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0369,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0067,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0369,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0066,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0371,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0066,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0066,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0066,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0375,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0375,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0375,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0376,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0376,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0377,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0377,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0065,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0378,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0064,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikePE,sem segmentacao,0,0,,,0,disponivel
FTB0383,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0063,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0385,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikeSSA,sem segmentacao,0,0,,,0,disponivel
FTB0390,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
FTB0392,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0062,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0399,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0061,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0060,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
FTB0502,BikeBH,sem segmentacao,0,0,,,0,disponivel
ETB0059,BikeBSB,sem segmentacao,0,0,,,0,disponivel
FTB0502,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0058,BikeSampa,sem segmentacao,0,0,,,0,disponivel
FTB0503,BikeBH,sem segmentacao,0,0,,,0,disponivel
ETB0058,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0058,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0058,BikePoa,sem segmentacao,0,0,,,0,disponivel
FTB0504,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0058,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikeRio,sem segmentacao,0,0,,,0,disponivel
FTB0508,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0057,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikePoa,sem segmentacao,0,0,,,0,disponivel
GPS0002,BikeRio,sem segmentacao,0,0,,,0,disponivel
GPS0003,BikeRio,sem segmentacao,0,0,,,0,disponivel
GPS0003,BikeSampa,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikePE,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikePoa,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikeRio,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikeSSA,sem segmentacao,0,0,,,0,disponivel
GPS0004,BikeSampa,sem segmentacao,0,0,,,0,disponivel
GPS0006,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GPS0006,BikePE,sem segmentacao,0,0,,,0,disponivel
GPS0006,BikePoa,sem segmentacao,0,0,,,0,disponivel
GPS0006,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
GPS0007,BikeRio,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikePE,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0056,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikeSSA,sem segmentacao,0,0,,,0,disponivel
GPS0008,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikeSampa,sem segmentacao,0,0,,,0,disponivel
GPS0010,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0055,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GPSI0100,BikeSampa,sem segmentacao,0,0,,,0,disponivel
GPSI0100BR,BikeRio,sem segmentacao,0,0,,,0,disponivel
GPSI0100BR,BikeSampa,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeBH,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeBSB,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeFloripa,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikePE,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikePoa,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeRio,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeSSA,sem segmentacao,0,0,,,0,disponivel
GUII0001,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0054-1,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0054,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0054,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0054,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0054,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0054,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
GUIN0002,BikeBSB,B,0,0,,,0,disponivel
GUIN0002,BikeCuritiba,B,0,0,,,0,disponivel
GUIN0002,BikePE,B,0,0,,,0,disponivel
GUIN0002,BikePoa,B,0,0,,,0,disponivel
GUIN0002,BikeRio,B,0,0,,,0,disponivel
GUIN0002,BikeSSA,B,0,0,,,0,disponivel
GUIN0002,BikeSampa,B,0,0,,,0,disponivel
ETB0054,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0053,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0052-1,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0052,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikeRio,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikePoa,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikePE,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikeCuritiba,sem segmentacao,0,0,,,0,disponivel
ETB0051,BikeBSB,sem segmentacao,0,0,,,0,disponivel
ETB0050,BikeSampa,sem segmentacao,0,0,,,0,disponivel
ETB0050,BikeSSA,sem segmentacao,0,0,,,0,disponivel
ETB0050,BikeRio,sem segmentacao,0,0,,,0,disponivel
